evoked?,context,question,source,context_id,question_id
False,"You’re reverse psychology really isn’t going to work on me. It didn’t work when we were kids; it won’t work now. I know, but I’m your older brother; it’s my job to be kind of mean to you sometimes.",You’re trying to tell me it was just a fight?,590124__come-as-you-are,590124__come-as-you-are-31-2,590124__come-as-you-are-30-2-0
True,"It didn’t work when we were kids; it won’t work now. I know, but I’m your older brother; it’s my job to be kind of mean to you sometimes. Isn’t it sad, though?",Isn’t what sad?,590124__come-as-you-are,590124__come-as-you-are-31-3,590124__come-as-you-are-31-4-0
False,"It didn’t work when we were kids; it won’t work now. I know, but I’m your older brother; it’s my job to be kind of mean to you sometimes. Isn’t it sad, though?",The three of you just decided it was a good time to start screaming at each other?,590124__come-as-you-are,590124__come-as-you-are-31-3,590124__come-as-you-are-30-2-2
True,"Yeah, it’s really pathetic. But, maybe this is where things change for us. Yeah, maybe.",Is everything alright?,590124__come-as-you-are,590124__come-as-you-are-32-1,590124__come-as-you-are-32-2-0
False,"Yeah, it’s really pathetic. But, maybe this is where things change for us. Yeah, maybe.",Is that so hard to believe?,590124__come-as-you-are,590124__come-as-you-are-32-1,590124__come-as-you-are-30-3-0
True,Where are you going? Motel’s that way.,Would you believe me if I told you I know a shortcut?,590124__come-as-you-are,590124__come-as-you-are-34-0,590124__come-as-you-are-34-1-0
False,Where are you going? Motel’s that way.,Are you ready for your check?,590124__come-as-you-are,590124__come-as-you-are-34-0,590124__come-as-you-are-33-1-1
True,It’s not alcohol. I swear. I learned my lesson about drinking a couple of days ago.,Then what’s inside?,590124__come-as-you-are,590124__come-as-you-are-35-1,590124__come-as-you-are-35-2-0
False,It’s not alcohol. I swear. I learned my lesson about drinking a couple of days ago.,What am I getting myself into?,590124__come-as-you-are,590124__come-as-you-are-35-1,590124__come-as-you-are-36-0-2
True,What are you doing down here? Don’t get mad.,What’s going on August?,590124__come-as-you-are,590124__come-as-you-are-37-1,590124__come-as-you-are-37-2-0
False,What are you doing down here? Don’t get mad.,What am I getting myself into?,590124__come-as-you-are,590124__come-as-you-are-37-1,590124__come-as-you-are-36-0-2
True,"You’re serious? Oh yeah, serious as a heart attack. Or as serious as falling off a bridge, I guess… I was just getting ready to start, if you wanted to help out.",What were you planning on leaving as your mark down here anyway?,590124__come-as-you-are,590124__come-as-you-are-38-1,590124__come-as-you-are-38-2-0
False,"You’re serious? Oh yeah, serious as a heart attack. Or as serious as falling off a bridge, I guess… I was just getting ready to start, if you wanted to help out.","I mean, who doesn’t it apply to, really?",590124__come-as-you-are,590124__come-as-you-are-38-1,590124__come-as-you-are-39-2-3
True,Come as you are.,Come as you are?,590124__come-as-you-are,590124__come-as-you-are-39-0,590124__come-as-you-are-39-1-0
False,Come as you are.,What are you doing down here?,590124__come-as-you-are,590124__come-as-you-are-39-0,590124__come-as-you-are-37-4-1
True,"Two conditions. Rule one is that we do not mention this to Mom, like ever. She would kill us both in a second.",And?,590124__come-as-you-are,590124__come-as-you-are-42-0,590124__come-as-you-are-42-1-0
False,"Two conditions. Rule one is that we do not mention this to Mom, like ever. She would kill us both in a second.","I mean, who doesn’t it apply to, really?",590124__come-as-you-are,590124__come-as-you-are-42-0,590124__come-as-you-are-39-2-3
True,Wait!,Are you going to talk to her?,590124__come-as-you-are,590124__come-as-you-are-43-0,590124__come-as-you-are-43-1-0
False,Wait!,"I mean, who doesn’t it apply to, really?",590124__come-as-you-are,590124__come-as-you-are-43-0,590124__come-as-you-are-39-2-3
True,You’re a hypocrite.,Excuse me?,590124__come-as-you-are,590124__come-as-you-are-44-0,590124__come-as-you-are-44-1-0
False,You’re a hypocrite.,How is that not worse than me avoiding my situation?,590124__come-as-you-are,590124__come-as-you-are-44-0,590124__come-as-you-are-44-2-2
True,What about my brother?,Who?,590124__come-as-you-are,590124__come-as-you-are-48-0,590124__come-as-you-are-48-1-0
False,What about my brother?,How is that not worse than me avoiding my situation?,590124__come-as-you-are,590124__come-as-you-are-48-0,590124__come-as-you-are-44-2-2
True,"I did it for my brother. He’s always been a Kurt Cobain fan, and I thought it would be a fitting tribute to my little brother’s philosophy of life.",What’s your name?,590124__come-as-you-are,590124__come-as-you-are-50-0,590124__come-as-you-are-50-1-0
False,"I did it for my brother. He’s always been a Kurt Cobain fan, and I thought it would be a fitting tribute to my little brother’s philosophy of life.","Who did you come to Aberdeen with, Mr. Sennett?",590124__come-as-you-are,590124__come-as-you-are-50-0,590124__come-as-you-are-51-2-0
True,"You’re brother, August Sennett’s his name? yes.","Who did you come to Aberdeen with, Mr. Sennett?",590124__come-as-you-are,590124__come-as-you-are-51-1,590124__come-as-you-are-51-2-0
False,"You’re brother, August Sennett’s his name? yes.",What’s this all about?,590124__come-as-you-are,590124__come-as-you-are-51-1,590124__come-as-you-are-52-0-0
True,Mom… I’m sorry.,Is he free to go?,590124__come-as-you-are,590124__come-as-you-are-53-0,590124__come-as-you-are-53-1-0
False,Mom… I’m sorry.,What’s your name?,590124__come-as-you-are,590124__come-as-you-are-53-0,590124__come-as-you-are-50-1-0
True,"August; he was with me under the bridge, but he took off when the police showed up. We really need to find him! What if he tries to run away again?",Why are you doing this to me?,590124__come-as-you-are,590124__come-as-you-are-55-1,590124__come-as-you-are-55-2-0
False,"August; he was with me under the bridge, but he took off when the police showed up. We really need to find him! What if he tries to run away again?",What’s this all about?,590124__come-as-you-are,590124__come-as-you-are-55-1,590124__come-as-you-are-52-0-0
True,You’re Ezra.,You know me?,590124__come-as-you-are,590124__come-as-you-are-58-0,590124__come-as-you-are-58-1-0
False,You’re Ezra.,Who are you?,590124__come-as-you-are,590124__come-as-you-are-58-0,590124__come-as-you-are-57-0-0
True,You don’t get to ask that question. You came to see me this time. Did I…,"Well, you’re talking to me, aren’t you?",590124__come-as-you-are,590124__come-as-you-are-63-2,590124__come-as-you-are-63-3-0
False,You don’t get to ask that question. You came to see me this time. Did I…,How were you talking to me all day yesterday?,590124__come-as-you-are,590124__come-as-you-are-63-2,590124__come-as-you-are-64-2-0
True,"Stop being so dramatic. But you said—“ I started. “How am I here, talking to you, if I’m still alive?",How were you talking to me all day yesterday?,590124__come-as-you-are,590124__come-as-you-are-64-1,590124__come-as-you-are-64-2-0
False,"Stop being so dramatic. But you said—“ I started. “How am I here, talking to you, if I’m still alive?",Are you really in Heaven?,590124__come-as-you-are,590124__come-as-you-are-64-1,590124__come-as-you-are-66-3-0
True,"Yeah, I guess if you just hang out on a bridge all day, you’ll probably be alright. Connor, this is your imagination, not mine. I’m probably floating around in Heaven with Lincoln and Gandhi, smoking cigars, and laughing about how seriously all you people down here take life.",Are you really in Heaven?,590124__come-as-you-are,590124__come-as-you-are-66-2,590124__come-as-you-are-66-3-0
False,"Yeah, I guess if you just hang out on a bridge all day, you’ll probably be alright. Connor, this is your imagination, not mine. I’m probably floating around in Heaven with Lincoln and Gandhi, smoking cigars, and laughing about how seriously all you people down here take life.","Well, you’re talking to me, aren’t you?",590124__come-as-you-are,590124__come-as-you-are-66-2,590124__come-as-you-are-63-3-0
True,"I’m probably floating around in Heaven with Lincoln and Gandhi, smoking cigars, and laughing about how seriously all you people down here take life. Are you really in Heaven? I mean, is it real?",You’re really going to ask me that?,590124__come-as-you-are,590124__come-as-you-are-66-3,590124__come-as-you-are-66-4-0
False,"I’m probably floating around in Heaven with Lincoln and Gandhi, smoking cigars, and laughing about how seriously all you people down here take life. Are you really in Heaven? I mean, is it real?","“How am I here, talking to you, if I’m still alive?",590124__come-as-you-are,590124__come-as-you-are-66-3,590124__come-as-you-are-64-1-1
True,"Are you really in Heaven? I mean, is it real? You’re really going to ask me that?",What’s going on?,590124__come-as-you-are,590124__come-as-you-are-66-4,590124__come-as-you-are-66-5-0
False,"Are you really in Heaven? I mean, is it real? You’re really going to ask me that?",How were you talking to me all day yesterday?,590124__come-as-you-are,590124__come-as-you-are-66-4,590124__come-as-you-are-64-2-0
True,"And tell him that he has to go on with his own. The hardest thing in this world is to live in it. Tell him to be brave, and to live.",Any parting words?,590124__come-as-you-are,590124__come-as-you-are-69-1,590124__come-as-you-are-69-2-0
False,"And tell him that he has to go on with his own. The hardest thing in this world is to live in it. Tell him to be brave, and to live.",How did you know I was going to be there?,590124__come-as-you-are,590124__come-as-you-are-69-1,590124__come-as-you-are-70-4-3
True,"Tell him to be brave, and to live. Any parting words? Only he who has seen better days and lives to see better days again knows their full value.",Is that another Kurt Cobain quote?,590124__come-as-you-are,590124__come-as-you-are-69-3,590124__come-as-you-are-69-4-0
False,"Tell him to be brave, and to live. Any parting words? Only he who has seen better days and lives to see better days again knows their full value.","Do you remember what you said to me under the bridge, when we were spray painting it?",590124__come-as-you-are,590124__come-as-you-are-69-3,590124__come-as-you-are-68-1-3
True,"I get why you did it. I would have jumped in after someone, too. But what I don’t understand is how it all went down.",What do you mean?,590124__come-as-you-are,590124__come-as-you-are-70-2,590124__come-as-you-are-70-3-0
False,"I get why you did it. I would have jumped in after someone, too. But what I don’t understand is how it all went down.",What about Ezra?,590124__come-as-you-are,590124__come-as-you-are-70-2,590124__come-as-you-are-69-0-0
True,"For instance, I thought jumping off that bridge would make everything alright. I thought it would somehow reunite us in the afterlife or… something. He asked me to tell you something.",He did?,590124__come-as-you-are,590124__come-as-you-are-71-3,590124__come-as-you-are-71-4-0
False,"For instance, I thought jumping off that bridge would make everything alright. I thought it would somehow reunite us in the afterlife or… something. He asked me to tell you something.",How did you know I was going to be there?,590124__come-as-you-are,590124__come-as-you-are-71-3,590124__come-as-you-are-70-4-3
True,I can take him from here.,Where’s the hearse?,590124__come-as-you-are,590124__come-as-you-are-73-0,590124__come-as-you-are-73-1-0
False,I can take him from here.,"I feel like I would have had to have known… How did I make it through the entire trip up here and the entire day, not knowing he was gone?",590124__come-as-you-are,590124__come-as-you-are-73-0,590124__come-as-you-are-71-1-1
True,"Think not of those, who are slain in the way of Allah, as dead. Nay, they are living. With their Lord they have provision.",And what though ye be slain in Allah’s way or die therein?,491608__puppets-of-faith-theory-of-communal-strife,491608__puppets-of-faith-theory-of-communal-strife-89-9,491608__puppets-of-faith-theory-of-communal-strife-89-10-0
False,"Think not of those, who are slain in the way of Allah, as dead. Nay, they are living. With their Lord they have provision.",Who fulfilleth His covenant better than Allah?,491608__puppets-of-faith-theory-of-communal-strife,491608__puppets-of-faith-theory-of-communal-strife-89-9,491608__puppets-of-faith-theory-of-communal-strife-89-11-3
True,"I do not wish for anything except what I now have. The only thing I now wish for is to be liberated from this fetter. That you will obtain by keeping aloof from the world, by being alone, by uninterrupted meditation, and by restraining your senses to yourself.","Supposing that I am able to do so through that sanctity which the Lord has deigned to bestow upon me, how should any other man be able to do so?",491608__puppets-of-faith-theory-of-communal-strife,491608__puppets-of-faith-theory-of-communal-strife-91-1,491608__puppets-of-faith-theory-of-communal-strife-91-2-0
False,"I do not wish for anything except what I now have. The only thing I now wish for is to be liberated from this fetter. That you will obtain by keeping aloof from the world, by being alone, by uninterrupted meditation, and by restraining your senses to yourself.",How will you decide when a question arises?,491608__puppets-of-faith-theory-of-communal-strife,491608__puppets-of-faith-theory-of-communal-strife-91-1,491608__puppets-of-faith-theory-of-communal-strife-95-1-0
True,"Keep to this Quran; what you find in it to be permissible treat as permissible, and what you find in it to be prohibited treat as prohibited. But what God’s messenger had prohibited is like what God has prohibited…",How will you decide when a question arises?,491608__puppets-of-faith-theory-of-communal-strife,491608__puppets-of-faith-theory-of-communal-strife-95-0,491608__puppets-of-faith-theory-of-communal-strife-95-1-0
False,"Keep to this Quran; what you find in it to be permissible treat as permissible, and what you find in it to be prohibited treat as prohibited. But what God’s messenger had prohibited is like what God has prohibited…","According to the Book of Allah, And if you do not find the answer in the Book of Allah?",491608__puppets-of-faith-theory-of-communal-strife,491608__puppets-of-faith-theory-of-communal-strife-95-0,491608__puppets-of-faith-theory-of-communal-strife-95-1-1
True,Shut up. Adam? Wait.,What are we waiting for?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-100-4,567057__a-fractured-world-the-wasteland-soldier-1-100-5-0
False,Shut up. Adam? Wait.,Shoot her?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-100-4,567057__a-fractured-world-the-wasteland-soldier-1-100-8-2
True,"I bet she can outrun all three of us. And what will you do then, Hugo? Shoot her?",Who’s she going to heal dead?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-100-8,567057__a-fractured-world-the-wasteland-soldier-1-100-9-0
False,"I bet she can outrun all three of us. And what will you do then, Hugo? Shoot her?",You hungry?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-100-8,567057__a-fractured-world-the-wasteland-soldier-1-104-0-1
True,"Doesn’t make any sense. Look at them. I mean, look at them.",What doesn’t make sense?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-105-0,567057__a-fractured-world-the-wasteland-soldier-1-105-1-0
False,"Doesn’t make any sense. Look at them. I mean, look at them.",Shoot her?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-105-0,567057__a-fractured-world-the-wasteland-soldier-1-100-8-2
True,You can’t stay here. I’ve got a kit. Do you want me to fix your hand?,Do you know what I am?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-105-3,567057__a-fractured-world-the-wasteland-soldier-1-105-4-0
False,You can’t stay here. I’ve got a kit. Do you want me to fix your hand?,What doesn’t make sense?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-105-3,567057__a-fractured-world-the-wasteland-soldier-1-105-1-0
True,Emil. Tomas. I know.,Who’s he?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-106-2,567057__a-fractured-world-the-wasteland-soldier-1-106-3-0
False,Emil. Tomas. I know.,Do you want me to fix your hand?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-106-2,567057__a-fractured-world-the-wasteland-soldier-1-105-3-1
True,He has few words. Those men. Why did we have to run?,Are you okay?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-106-5,567057__a-fractured-world-the-wasteland-soldier-1-106-6-0
False,He has few words. Those men. Why did we have to run?,You know it?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-106-5,567057__a-fractured-world-the-wasteland-soldier-1-107-1-4
True,"Er, no, thank you. It’s delightful, Gozan. Later, perhaps.",Did you question the SOT prisoners yourself?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-109-4,567057__a-fractured-world-the-wasteland-soldier-1-109-5-0
False,"Er, no, thank you. It’s delightful, Gozan. Later, perhaps.",A little too old to be getting your hands bloody?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-109-4,567057__a-fractured-world-the-wasteland-soldier-1-109-7-1
True,"That’s a pity. More importantly, our missing soldiers are not being kidnapped and held by them. Of that, I can assure you.",Then what is the answer here?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-110-3,567057__a-fractured-world-the-wasteland-soldier-1-110-4-0
False,"That’s a pity. More importantly, our missing soldiers are not being kidnapped and held by them. Of that, I can assure you.",Did you question the SOT prisoners yourself?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-110-3,567057__a-fractured-world-the-wasteland-soldier-1-109-5-0
True,"I have uncovered something quite interesting about the men. I believe the count is over fifty now. At first, we both thought there was nothing to link them but I have been digging through the duty rosters and …",The duty rosters?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-110-6,567057__a-fractured-world-the-wasteland-soldier-1-110-7-0
False,"I have uncovered something quite interesting about the men. I believe the count is over fifty now. At first, we both thought there was nothing to link them but I have been digging through the duty rosters and …",Which officer is in charge of selecting men for the Supply Expeditions?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-110-6,567057__a-fractured-world-the-wasteland-soldier-1-111-0-0
True,"At first, we both thought there was nothing to link them but I have been digging through the duty rosters and … The duty rosters? Yes, and all of these men, before going missing, or deserting, have recently returned from a Supply Expedition.",What conclusion do you draw from that?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-110-8,567057__a-fractured-world-the-wasteland-soldier-1-110-9-0
False,"At first, we both thought there was nothing to link them but I have been digging through the duty rosters and … The duty rosters? Yes, and all of these men, before going missing, or deserting, have recently returned from a Supply Expedition.",Why don’t you stay home tonight?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-110-8,567057__a-fractured-world-the-wasteland-soldier-1-112-2-0
True,Have to do.,Theo?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-112-0,567057__a-fractured-world-the-wasteland-soldier-1-112-1-0
False,Have to do.,"Take this away, Theo, why do you waste my time?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-112-0,567057__a-fractured-world-the-wasteland-soldier-1-113-0-3
True,Have to do. Theo?,Why don’t you stay home tonight?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-112-1,567057__a-fractured-world-the-wasteland-soldier-1-112-2-0
False,Have to do. Theo?,How about a two night pass?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-112-1,567057__a-fractured-world-the-wasteland-soldier-1-113-7-1
True,"Two. I’m sorry, my friend. No trade, no pass.",Are you kidding me?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-113-12,567057__a-fractured-world-the-wasteland-soldier-1-113-13-0
False,"Two. I’m sorry, my friend. No trade, no pass.",How about a two night pass?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-113-12,567057__a-fractured-world-the-wasteland-soldier-1-113-7-1
True,"I really need it. We wore the same uniform once. I’m sorry, Theo, no pass.",What is this?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-113-16,567057__a-fractured-world-the-wasteland-soldier-1-113-17-0
False,"I really need it. We wore the same uniform once. I’m sorry, Theo, no pass.","Take this away, Theo, why do you waste my time?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-113-16,567057__a-fractured-world-the-wasteland-soldier-1-113-0-3
True,Maybe you should have kept your job. All you had to do was make checks. And you couldn’t even do that right.,Happy?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-114-1,567057__a-fractured-world-the-wasteland-soldier-1-114-2-0
False,Maybe you should have kept your job. All you had to do was make checks. And you couldn’t even do that right.,"No one will miss me, do you not understand?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-114-1,567057__a-fractured-world-the-wasteland-soldier-1-115-1-0
True,How good a soldier you were. How good you still can be. One final operation.,"No one will miss me, do you not understand?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-115-0,567057__a-fractured-world-the-wasteland-soldier-1-115-1-0
False,How good a soldier you were. How good you still can be. One final operation.,"I mean, how does that work?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-115-0,567057__a-fractured-world-the-wasteland-soldier-1-117-2-1
True,Stone?,Why are you …?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-116-0,567057__a-fractured-world-the-wasteland-soldier-1-116-1-0
False,Stone?,Can you talk but you don’t like to?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-116-0,567057__a-fractured-world-the-wasteland-soldier-1-117-2-2
True,"Tomas says you have few words. I mean, how does that work? Can you talk but you don’t like to?",Why do they call you the Tongueless Man?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-117-2,567057__a-fractured-world-the-wasteland-soldier-1-117-3-0
False,"Tomas says you have few words. I mean, how does that work? Can you talk but you don’t like to?",Did someone try …?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-117-2,567057__a-fractured-world-the-wasteland-soldier-1-117-3-1
True,"That’s what they call me. It’s just a stupid name. Like with you, the Tongueless Man, another stupid name.",Is Tomas your son?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-118-0,567057__a-fractured-world-the-wasteland-soldier-1-118-1-0
False,"That’s what they call me. It’s just a stupid name. Like with you, the Tongueless Man, another stupid name.",A child?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-118-0,567057__a-fractured-world-the-wasteland-soldier-1-118-3-2
True,So now I’m all alone. Only me. And you two.,Do you have any family?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-118-2,567057__a-fractured-world-the-wasteland-soldier-1-118-3-0
False,So now I’m all alone. Only me. And you two.,A child?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-118-2,567057__a-fractured-world-the-wasteland-soldier-1-118-3-2
True,Do you have any family? A woman? A child?,Where are you both heading?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-118-3,567057__a-fractured-world-the-wasteland-soldier-1-118-4-0
False,Do you have any family? A woman? A child?,"You get sick, don’t you?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-118-3,567057__a-fractured-world-the-wasteland-soldier-1-121-0-0
True,"No. You’re all talkative now. He spoke last night, Tomas, begged me to save you.",Why do they call you Pure Ones?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-121-3,567057__a-fractured-world-the-wasteland-soldier-1-121-4-0
False,"No. You’re all talkative now. He spoke last night, Tomas, begged me to save you.",Where are we going?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-121-3,567057__a-fractured-world-the-wasteland-soldier-1-124-2-0
True,Why did you do that?,Better dealing with them now?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-123-0,567057__a-fractured-world-the-wasteland-soldier-1-123-1-0
False,Why did you do that?,What’s north?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-123-0,567057__a-fractured-world-the-wasteland-soldier-1-124-4-0
True,Please. The jeep.,Where are we going?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-124-1,567057__a-fractured-world-the-wasteland-soldier-1-124-2-0
False,Please. The jeep.,What’s north?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-124-1,567057__a-fractured-world-the-wasteland-soldier-1-124-4-0
True,The jeep. Where are we going? North.,What’s north?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-124-3,567057__a-fractured-world-the-wasteland-soldier-1-124-4-0
